data,produto,valor,quantidade
2024-03-27,Headset Gamer,320.0,9.0
2024-07-01,Mousepad,45.0,6.0
2024-05-15,"Monitor LG 27""",1200.0,9.0
2024-01-08,Mouse Logitech,85.5,7.0
2024-11-18,Mousepad,45.0,9.0
2024-06-02,"Monitor LG 27""",1200.0,4.0
2024-06-03,Headset Gamer,320.0,4.0
2024-08-18,Mouse Logitech,85.5,5.0
2024-03-18,Headset Gamer,320.0,6.0
2024-08-10,Webcam HD,280.0,2.0
2024-07-24,Notebook Dell,3500.0,6.0
2024-07-02,Teclado Mecânico,,8.0
2024-07-23,Teclado Mecânico,450.0,8.0
2024-07-25,Headset Gamer,320.0,9.0
2024-07-04,Mouse Logitech,85.5,6.0
2024-11-04,Mouse Logitech,85.5,7.0
2024-06-17,"Monitor LG 27""",1200.0,7.0
2024-02-27,Webcam HD,280.0,3.0
2024-05-13,Mousepad,320.00,10.0
2024-02-08,Webcam HD,280.0,4.0
2024-06-10,SSD 1TB,550.0,2.0
2024-05-03,Mouse Logitech,,6.0
2024-01-09,SSD 1TB,550.0,8.0
2024-07-24,Mouse Logitech,85.5,2.0
2024-06-22,SSD 1TB,550.0,7.0
2024-07-15,Notebook Dell,3500.0,5.0
2024-04-29,Mousepad,45.0,7.0
2024-08-27,Mousepad,45.0,7.0
2024-07-17,Mousepad,45.0,7.0
2024-06-04,Webcam HD,280.0,3.0
2024-09-27,Memória RAM 16GB,380.0,10.0
2024-12-22,"Monitor LG 27""",1200.0,5.0
2024-04-08,Memória RAM 16GB,380.0,10.0
2024-03-01,Webcam HD,280.0,3.0
2024-05-10,"Monitor LG 27""",1200.0,5.0
2024-04-07,"Monitor LG 27""",1200.0,4.0
2024-09-30,Notebook Dell,invalid,8.0
2024-06-28,"Monitor LG 27""",1200.0,9.0
2024-05-24,Teclado Mecânico,450.0,9.0
2024-12-29,Mouse Logitech,85.5,9.0
2024-04-26,Mousepad,45.0,1.0
2024-10-28,"Monitor LG 27""",1200.0,4.0
2024-05-13,Teclado Mecânico,450.0,8.0
2024-09-24,Notebook Dell,3500.0,7.0
2024-03-15,Teclado Mecânico,450.0,7.0
2024-08-08,Memória RAM 16GB,invalid,10.0
2024-12-21,SSD 1TB,550.0,9.0
data_incorreta,Notebook Dell,3500.0,2.0
2024-12-22,Headset Gamer,320.0,8.0
2024-12-21,Teclado Mecânico,invalid,4.0
2024-03-10,Notebook Dell,3500.0,9.0
2024-03-17,Notebook Dell,3500.0,3.0
2024-02-09,Teclado Mecânico,450.0,3.0
2024-09-05,Webcam HD,280.0,1.0
2024-06-24,Teclado Mecânico,450.0,4.0
2024-06-10,"Monitor LG 27""",1200.0,1.0
2024-06-07,SSD 1TB,550.0,7.0
2024-02-21,Notebook Dell,3500.0,3.0
2024-01-08,SSD 1TB,550.0,5.0
2024-12-24,!!!,45.0,5.0
2024-04-30,Webcam HD,85.50,2.0
2024-07-18,Teclado Mecânico,450.0,5.0
2024-06-11,Webcam HD,280.0,1.0
2024-06-16,Notebook Dell,3500.0,
2024-01-31,"Monitor LG 27""",1200.0,7.0
2024-08-29,Notebook Dell,3500.0,2.0
2024-07-03,Mousepad,45.0,5.0
2024-10-02,Mouse Logitech,85.5,1.0
2024-06-25,Mousepad,45.0,6.0
2024-10-31,Mouse Logitech,invalid,10.0
2024-01-12,Notebook Dell,3500.0,8.0
2024-11-24,Teclado Mecânico,450.0,3.0
2024-11-28,Webcam HD,280.0,5.0
2024-02-06,"Monitor LG 27""",1200.0,10.0
2024-03-07,Notebook Dell,3500.0,6.0
2024-03-12,Mousepad,45.0,2.0
2024-12-28,Notebook Dell,3500.0,10.0
2024-02-27,Webcam HD,280.0,3.0
2024-05-23,Headset Gamer,320.0,1.0
2024-07-06,Teclado Mecânico,450.0,5.0
2024-11-10,Mouse Logitech,85.5,7.0
2024-08-28,Memória RAM 16GB,380.0,10.0
2024-03-01,Memória RAM 16GB,380.0,9.0
2024-03-17,Memória RAM 16GB,380.0,7.0
2024-05-25,Mouse Logitech,85.5,4.0
2024-08-22,SSD 1TB,550.0,3.0
2024-12-21,Teclado Mecânico,invalid,4.0
2024-06-24,Mouse Logitech,85.5,1.0
2024-05-20,Teclado Mecânico,450.0,4.0
2024-03-21,Webcam HD,280.0,5.0
2024-06-06,Mouse Logitech,85.5,3.0
2024-06-13,Mouse Logitech,invalid,8.0
2024-07-11,SSD 1TB,550.0,7.0
2024-08-02,Mousepad,45.0,3.0
2024-02-11,SSD 1TB,550.0,2.0
2024-07-20,Mousepad,45.0,10.0
2024-07-29,Mousepad,45.0,4.0
2024-07-20,Memória RAM 16GB,380.0,6.0
2024-09-22,Webcam HD,280.0,4.0
2024-07-22,Mouse Logitech,380.0,5.0
2024-02-03,Webcam HD,280.0,3.0
2024-02-07,Memória RAM 16GB,380.0,3.0
2024-10-17,SSD 1TB,550.0,5.0
2024-10-07,Webcam HD,280.0,7.0
2024-02-27,SSD 1TB,550.0,6.0
2024-12-10,Memória RAM 16GB,380.0,8.0
2024-10-27,Webcam HD,280.0,6.0
data_incorreta,Webcam HD,280.0,4.0
2024-03-28,Notebook Dell,3500.0,4.0
2024-08-07,Mousepad,85.50,1.0
2024-03-06,Memória RAM 16GB,,6.0
2024-10-31,Mouse Logitech,85.5,2.0
2024-08-28,SSD 1TB,550.0,2.0
2024-09-21,Webcam HD,280.0,3.0
2024-12-01,Headset Gamer,320.0,
2024-02-14,Teclado Mecânico,450.0,10.0
2024-10-03,Mousepad,45.0,4.0
2024-10-11,Mouse Logitech,85.5,3.0
2024-06-24,SSD 1TB,550.0,4.0
2024-06-17,Teclado Mecânico,450.0,3.0
2024-03-06,Mouse Logitech,85.5,8.0
2024-04-17,Notebook Dell,3500.0,2.0
2024-06-13,Headset Gamer,85.50,4.0
2024-09-04,Mousepad,45.0,5.0
2024-12-07,SSD 1TB,550.0,8.0
2024-02-07,Memória RAM 16GB,380.0,5.0
2024-10-09,Headset Gamer,320.0,10.0
data_incorreta,Memória RAM 16GB,380.0,1.0
2024-10-20,Notebook Dell,3500.0,1.0
2024-07-24,SSD 1TB,550.0,10.0
2024-02-09,Headset Gamer,invalid,5.0
2024-05-25,"Monitor LG 27""",1200.0,4.0
2024-05-22,Notebook Dell,3500.0,8.0
2024-12-06,Mouse Logitech,85.5,10.0
2024-12-17,Mousepad,45.0,7.0
2024-11-30,Webcam HD,280.0,10.0
2024-04-08,SSD 1TB,550.0,3.0
2024-02-20,Notebook Dell,3500.0,10.0
2024-08-10,Headset Gamer,320.0,6.0
2024-11-10,Notebook Dell,3500.0,7.0
2024-06-21,Headset Gamer,320.0,5.0
2024-05-10,Teclado Mecânico,450.0,3.0
2024-03-17,Mousepad,45.0,7.0
2024-07-21,Memória RAM 16GB,380.0,9.0
2024-12-19,Headset Gamer,320.0,5.0
2024-05-18,Memória RAM 16GB,380.0,6.0
2024-10-19,Memória RAM 16GB,380.0,9.0
2024-08-14,Mouse Logitech,45.0,4.0
2024-08-08,Webcam HD,280.0,6.0
2024-07-18,###ERRO###,3500.0,3.0
2024-06-12,SSD 1TB,550.0,8.0
2024-04-04,Memória RAM 16GB,380.0,2.0
2024-11-08,Memória RAM 16GB,380.0,6.0
2024-05-06,SSD 1TB,550.0,4.0
2024-03-02,Notebook Dell,3500.0,6.0
2024-11-18,Webcam HD,280.0,8.0
2024-03-09,Mouse Logitech,,8.0
2024-06-14,Webcam HD,280.0,7.0
2024-12-25,Headset Gamer,320.0,8.0
2024-10-23,"Monitor LG 27""",1200.0,7.0
2024-01-28,Memória RAM 16GB,380.0,10.0
2024-08-23,"Monitor LG 27""",1200.0,2.0
2024-12-08,Notebook Dell,3500.0,2.0
2024-10-17,SSD 1TB,550.0,7.0
2024-09-24,Memória RAM 16GB,380.0,2.0
2024-06-03,Notebook Dell,3500.0,2.0
2024-10-13,Notebook Dell,3500.0,3.0
data_incorreta,Mouse Logitech,85.5,8.0
2024-01-13,Notebook Dell,3500.0,2.0
2024-07-17,Memória RAM 16GB,380.0,6.0
2024-10-30,Mousepad,45.0,2.0
2024-08-05,Memória RAM 16GB,380.0,4.0
2024-02-08,SSD 1TB,550.0,4.0
2024-03-07,Mouse Logitech,85.5,8.0
2024-03-09,"Monitor LG 27""",1200.0,4.0
2024-03-24,Mousepad,45.0,1.0
2024-02-17,Headset Gamer,380.0,1.0
2024-07-22,Headset Gamer,320.0,2.0
2024-02-11,Notebook Dell,3500.0,6.0
2024-03-08,Webcam HD,280.0,7.0
2024-01-22,"Monitor LG 27""",1200.0,3.0
2024-07-27,Memória RAM 16GB,380.0,9.0
2024-07-24,Teclado Mecânico,450.0,1.0
2024-10-31,Headset Gamer,320.0,9.0
2024-01-14,Headset Gamer,320.0,3.0
2024-09-05,Headset Gamer,320.0,9.0
2024-03-21,SSD 1TB,550.0,9.0
2024-10-02,Webcam HD,280.0,3.0
2024-03-04,Mouse Logitech,85.5,6.0
2024-04-08,Headset Gamer,320.0,10.0
2024-08-10,Memória RAM 16GB,380.0,10.0
2024-12-28,Teclado Mecânico,450.0,3.0
2024-02-04,Notebook Dell,3500.0,1.0
2024-08-16,SSD 1TB,550.0,3.0
2024-03-21,Teclado Mecânico,450.0,10.0
2024-01-10,Mouse Logitech,85.5,2.0
2024-05-16,Teclado Mecânico,450.0,1.0
2024-05-17,Webcam HD,280.0,4.0
2024-05-25,Headset Gamer,invalid,5.0
2024-06-21,Mouse Logitech,85.5,10.0
2024-06-22,SSD 1TB,550.0,5.0
2024-07-28,SSD 1TB,550.0,8.0
2024-12-30,Mouse Logitech,85.5,8.0
2024-11-13,PROD$%#@,550.0,6.0
2024-06-16,"Monitor LG 27""",1200.0,2.0
2024-05-04,Mouse Logitech,85.5,9.0
2024-08-29,Notebook Dell,3500.0,5.0
2024-08-24,Memória RAM 16GB,380.0,1.0
2024-02-07,Teclado Mecânico,450.0,8.0
2024-01-22,Memória RAM 16GB,380.0,8.0
2024-01-10,Mousepad,45.0,4.0
2024-05-30,SSD 1TB,550.0,3.0
2024-01-19,SSD 1TB,invalid,9.0
2024-03-23,Teclado Mecânico,450.0,7.0
data_incorreta,Webcam HD,280.0,9.0
2024-04-22,Teclado Mecânico,450.0,9.0
2024-02-03,Notebook Dell,3500.0,6.0
data_incorreta,Mousepad,45.0,9.0
2024-02-14,SSD 1TB,550.0,9.0
2024-09-08,Webcam HD,280.0,8.0
2024-04-16,Mouse Logitech,85.5,9.0
2024-06-15,Headset Gamer,320.0,5.0
2024-05-21,SSD 1TB,280.00,4.0
data_incorreta,Headset Gamer,320.0,8.0
2024-11-27,Mousepad,45.0,5.0
2024-09-02,Notebook Dell,3500.0,1.0
2024-08-08,Mousepad,45.0,3.0
2024-05-08,Mouse Logitech,85.5,6.0
2024-08-23,Headset Gamer,320.0,7.0
2024-12-01,Teclado Mecânico,450.0,1.0
2024-01-29,Teclado Mecânico,450.0,3.0
2024-07-01,Memória RAM 16GB,invalid,10.0
2024-09-18,Mousepad,45.0,10.0
2024-04-01,Notebook Dell,3500.0,10.0
2024-04-11,Mouse Logitech,85.5,3.0
2024-05-25,"Monitor LG 27""",1200.0,6.0
2024-09-23,Teclado Mecânico,450.0,4.0
2024-01-23,Notebook Dell,3500.0,7.0
2024-12-04,SSD 1TB,550.0,8.0
2024-03-17,SSD 1TB,550.0,5.0
2024-06-04,Headset Gamer,invalid,3.0
2024-06-18,SSD 1TB,550.0,10.0
2024-02-28,Headset Gamer,320.0,3.0
2024-08-07,Mousepad,45.0,4.0
2024-09-26,Webcam HD,invalid,6.0
2024-09-12,Headset Gamer,320.0,3.0
2024-08-31,"Monitor LG 27""",1200.0,10.0
2024-10-20,Memória RAM 16GB,380.0,4.0
2024-04-09,Mouse Logitech,85.5,9.0
2024-09-17,Headset Gamer,320.0,9.0
2024-02-20,Headset Gamer,320.0,1.0
2024-07-18,"Monitor LG 27""",1200.0,10.0
2024-08-08,SSD 1TB,550.0,1.0
2024-10-09,"Monitor LG 27""",1200.0,5.0
2024-11-10,Headset Gamer,invalid,3.0
2024-06-22,Memória RAM 16GB,380.0,7.0
2024-07-15,Memória RAM 16GB,380.0,8.0
2024-09-12,Memória RAM 16GB,380.0,3.0
2024-09-21,Mousepad,45.0,4.0
2024-08-22,Headset Gamer,320.0,6.0
2024-02-11,Notebook Dell,3500.0,10.0
2024-05-12,"Monitor LG 27""",1200.0,8.0
2024-12-21,"Monitor LG 27""",1200.0,3.0
2024-08-28,SSD 1TB,550.0,2.0
2024-12-17,Notebook Dell,invalid,2.0
2024-03-03,SSD 1TB,550.0,3.0
2024-12-05,"Monitor LG 27""",1200.0,5.0
2024-08-14,SSD 1TB,550.0,1.0
2024-08-17,SSD 1TB,550.0,8.0
2024-01-15,Headset Gamer,320.0,4.0
2024-07-06,Notebook Dell,3500.0,3.0
2024-05-20,"Monitor LG 27""",1200.0,3.0
2024-05-19,Teclado Mecânico,450.0,1.0
data_incorreta,Headset Gamer,320.0,3.0
2024-01-10,Notebook Dell,3500.0,7.0
2024-03-13,Mousepad,45.0,2.0
2024-09-28,Mousepad,45.0,6.0
2024-02-05,Webcam HD,280.0,7.0
2024-09-19,SSD 1TB,550.0,8.0
2024-01-21,SSD 1TB,550.0,3.0
2024-01-24,Teclado Mecânico,450.0,7.0
2024-09-24,Memória RAM 16GB,380.0,2.0
2024-10-31,Teclado Mecânico,450.0,2.0
2024-04-03,SSD 1TB,550.0,6.0
2024-10-10,Mouse Logitech,85.5,2.0
2024-06-07,Memória RAM 16GB,380.0,9.0
2024-10-06,Mousepad,45.0,7.0
2024-05-03,Mouse Logitech,85.5,6.0
2024-07-30,Headset Gamer,320.0,4.0
2024-05-04,SSD 1TB,550.0,8.0
2024-11-01,Teclado Mecânico,450.0,7.0
2024-09-05,SSD 1TB,550.0,10.0
2024-08-23,Teclado Mecânico,450.0,8.0
2024-07-01,"Monitor LG 27""",1200.0,8.0
2024-06-05,SSD 1TB,550.0,6.0
2024-07-17,"Monitor LG 27""",1200.0,8.0
2024-04-22,"Monitor LG 27""",1200.0,8.0
2024-08-19,Notebook Dell,3500.0,1.0
2024-03-13,Memória RAM 16GB,380.0,4.0
2024-12-24,"Monitor LG 27""",1200.0,8.0
2024-09-12,Headset Gamer,320.0,10.0
2024-10-07,Mousepad,45.0,2.0
2024-12-25,Notebook Dell,3500.0,4.0
2024-04-05,Headset Gamer,320.0,10.0
2024-02-22,Mouse Logitech,85.5,10.0
2024-03-24,Mouse Logitech,85.5,6.0
2024-08-27,SSD 1TB,550.0,9.0
2024-08-04,Mousepad,45.0,2.0
2024-02-24,"Monitor LG 27""",1200.0,3.0
2024-01-30,Teclado Mecânico,450.0,8.0
2024-01-23,Mousepad,45.0,6.0
2024-03-01,Webcam HD,280.0,1.0
2024-05-26,"Monitor LG 27""",1200.0,9.0
2024-11-10,Headset Gamer,320.0,10.0
2024-03-28,Mousepad,45.0,1.0
2024-12-26,Headset Gamer,320.0,8.0
2024-08-24,"Monitor LG 27""",1200.0,2.0
2024-06-30,"Monitor LG 27""",1200.0,2.0
2024-02-28,"Monitor LG 27""",1200.0,9.0
2024-04-30,Webcam HD,3500.00,1.0
2024-04-01,"Monitor LG 27""",1200.0,6.0
2024-02-11,"Monitor LG 27""",1200.0,7.0
2024-09-15,Headset Gamer,320.0,2.0
2024-03-04,Webcam HD,280.0,9.0
2024-05-30,Teclado Mecânico,450.0,5.0
2024-11-09,Mousepad,45.0,5.0
2024-03-15,Notebook Dell,3500.0,2.0
2024-11-27,!!!,320.0,3.0
2024-04-29,Mouse Logitech,85.5,1.0
2024-12-19,Memória RAM 16GB,380.0,5.0
2024-10-27,Webcam HD,280.0,5.0
2024-12-23,Memória RAM 16GB,380.0,9.0
2024-10-29,Headset Gamer,320.0,6.0
2024-08-21,Teclado Mecânico,450.0,8.0
2024-03-23,Mousepad,invalid,5.0
2024-08-01,Memória RAM 16GB,380.0,7.0
2024-05-17,Webcam HD,280.0,5.0
2024-03-07,Teclado Mecânico,450.0,4.0
2024-10-28,Headset Gamer,320.0,7.0
2024-04-08,SSD 1TB,550.0,5.0
2024-01-14,Notebook Dell,,4.0
2024-02-20,Notebook Dell,3500.0,1.0
2024-04-08,Webcam HD,280.0,5.0
2024-04-14,SSD 1TB,550.0,1.0
2024-02-25,"Monitor LG 27""",1200.0,6.0
2024-03-08,Headset Gamer,320.0,10.0
2024-07-22,Notebook Dell,3500.0,1.0
2024-04-29,Mouse Logitech,85.5,4.0
2024-01-07,Headset Gamer,320.0,7.0
2024-08-19,Notebook Dell,3500.0,7.0
2024-07-27,Memória RAM 16GB,380.0,4.0
2024-01-15,SSD 1TB,invalid,4.0
2024-03-07,Memória RAM 16GB,280.0,10.0
2024-08-09,"Monitor LG 27""",1200.0,9.0
2024-04-26,Mousepad,45.0,2.0
2024-12-02,Webcam HD,280.0,3.0
2024-03-11,Memória RAM 16GB,380.0,5.0
2024-11-30,SSD 1TB,550.0,10.0
2024-12-05,Memória RAM 16GB,380.0,6.0
2024-10-07,"Monitor LG 27""",1200.0,1.0
2024-02-24,Webcam HD,280.0,2.0
2024-05-20,Mouse Logitech,85.5,3.0
2024-08-20,"Monitor LG 27""",1200.0,10.0
2024-08-08,Mousepad,45.0,6.0
2024-05-12,SSD 1TB,550.0,5.0
2024-12-16,SSD 1TB,550.0,7.0
2024-06-09,Webcam HD,280.0,2.0
2024-02-18,Mouse Logitech,85.5,10.0
2024-04-19,Mouse Logitech,85.5,9.0
2024-05-17,Webcam HD,280.0,4.0
2024-10-06,Memória RAM 16GB,380.0,6.0
2024-02-26,Mousepad,45.0,9.0
2024-10-06,SSD 1TB,550.0,4.0
2024-09-11,Headset Gamer,320.0,9.0
2024-11-26,Notebook Dell,3500.0,10.0
2024-11-10,Mousepad,45.0,1.0
2024-11-04,Notebook Dell,3500.0,10.0
2024-04-12,"Monitor LG 27""",1200.0,8.0
2024-04-01,Mouse Logitech,,8.0
2024-09-05,Webcam HD,invalid,7.0
2024-03-15,Headset Gamer,320.0,2.0
2024-10-07,Memória RAM 16GB,380.0,5.0
2024-06-25,Webcam HD,280.0,7.0
2024-07-20,Memória RAM 16GB,380.0,3.0
2024-03-02,Mousepad,550.00,2.0
2024-07-13,Mousepad,45.0,4.0
2024-07-09,SSD 1TB,550.0,6.0
2024-07-03,Webcam HD,280.0,6.0
2024-03-08,Headset Gamer,85.5,6.0
data_incorreta,Headset Gamer,320.0,4.0
2024-08-31,"Monitor LG 27""",320.0,3.0
2024-01-20,Teclado Mecânico,450.0,5.0
2024-09-14,Mouse Logitech,85.50,6.0
data_incorreta,Notebook Dell,3500.0,8.0
2024-12-12,Mousepad,320.0,10.0
2024-04-06,Webcam HD,280.0,3.0
2024-06-14,Memória RAM 16GB,380.0,3.0
2024-10-27,Memória RAM 16GB,380.0,1.0
2024-06-19,Mouse Logitech,85.5,8.0
2024-10-02,Mouse Logitech,85.5,2.0
2024-03-03,Memória RAM 16GB,380.0,4.0
2024-05-16,"Monitor LG 27""",1200.0,4.0
2024-12-29,"Monitor LG 27""",1200.0,1.0
2024-04-21,Memória RAM 16GB,380.0,7.0
2024-10-17,Notebook Dell,3500.0,4.0
2024-03-03,Webcam HD,280.0,5.0
2024-02-28,Mousepad,45.0,5.0
2024-05-21,Headset Gamer,320.0,6.0
2024-06-10,Webcam HD,280.0,8.0
2024-05-20,Mousepad,45.0,1.0
2024-05-14,Mousepad,45.0,8.0
2024-10-14,Teclado Mecânico,450.0,4.0
2024-10-27,Mouse Logitech,85.5,10.0
2024-12-26,Teclado Mecânico,invalid,5.0
2024-09-11,Mousepad,45.0,2.0
2024-06-02,SSD 1TB,280.00,10.0
2024-04-01,Mouse Logitech,85.5,1.0
2024-11-28,SSD 1TB,550.0,5.0
2024-02-23,Mousepad,45.0,5.0
2024-06-22,Headset Gamer,320.0,4.0
2024-03-20,Teclado Mecânico,450.0,8.0
data_incorreta,Webcam HD,280.0,1.0
2024-12-31,"Monitor LG 27""",1200.0,9.0
2024-04-01,Headset Gamer,320.0,2.0
2024-07-05,Notebook Dell,3500.0,5.0
2024-01-10,Notebook Dell,3500.0,9.0
2024-11-26,Mouse Logitech,85.5,4.0
2024-05-19,SSD 1TB,550.0,7.0
2024-04-03,Webcam HD,280.0,8.0
2024-09-14,Memória RAM 16GB,380.0,2.0
2024-04-17,Mouse Logitech,85.5,5.0
2024-10-21,"Monitor LG 27""",invalid,10.0
2024-10-07,###ERRO###,3500.0,4.0
2024-09-24,Teclado Mecânico,,5.0
2024-04-15,SSD 1TB,550.0,3.0
2024-12-09,Teclado Mecânico,,1.0
2024-01-15,Mousepad,45.0,6.0
2024-05-29,Headset Gamer,320.0,4.0
2024-08-18,Mousepad,45.0,6.0
2024-04-12,"Monitor LG 27""",1200.0,2.0
2024-04-12,Mousepad,45.0,3.0
2024-03-07,Headset Gamer,320.0,7.0
2024-05-11,Memória RAM 16GB,380.0,9.0
2024-05-04,Webcam HD,280.0,10.0
2024-11-23,Mousepad,45.0,5.0
2024-06-02,"Monitor LG 27""",1200.0,8.0
2024-08-22,Memória RAM 16GB,380.0,5.0
2024-08-14,Headset Gamer,320.0,1.0
2024-02-12,Webcam HD,280.0,8.0
2024-05-31,Teclado Mecânico,450.0,2.0
2024-11-01,Webcam HD,280.0,1.0
2024-08-15,Headset Gamer,280.0,7.0
2024-09-07,Teclado Mecânico,450.0,6.0
2024-11-02,"Monitor LG 27""",1200.0,1.0
2024-12-01,Notebook Dell,3500.0,4.0
2024-09-02,Teclado Mecânico,450.0,6.0
2024-09-19,Mouse Logitech,85.5,6.0
2024-12-04,Notebook Dell,3500.0,3.0
2024-07-15,Memória RAM 16GB,380.0,6.0
2024-11-24,Webcam HD,280.0,2.0
2024-02-02,Teclado Mecânico,450.0,6.0
2024-01-13,Notebook Dell,3500.0,4.0
2024-05-18,Webcam HD,280.0,6.0
2024-08-16,Mouse Logitech,85.5,6.0
2024-04-16,Memória RAM 16GB,380.0,6.0
2024-10-24,Memória RAM 16GB,380.0,9.0
2024-01-03,SSD 1TB,550.0,7.0
2024-10-24,"Monitor LG 27""",,7.0
2024-09-10,Mouse Logitech,85.5,8.0
2024-12-04,Mouse Logitech,85.5,2.0
2024-10-03,Teclado Mecânico,450.0,10.0
2024-05-19,Notebook Dell,3500.0,8.0
2024-04-05,Teclado Mecânico,invalid,2.0
2024-08-06,SSD 1TB,550.0,
2024-07-31,Memória RAM 16GB,380.0,8.0
2024-10-05,SSD 1TB,550.0,8.0
2024-02-18,Headset Gamer,320.0,10.0
2024-09-05,Webcam HD,280.0,4.0
2024-10-10,Teclado Mecânico,450.0,1.0
2024-12-08,Mouse Logitech,85.5,2.0
2024-04-08,Notebook Dell,3500.0,3.0
2024-11-27,Memória RAM 16GB,380.0,4.0
2024-03-14,Teclado Mecânico,450.0,1.0
2024-03-23,Headset Gamer,320.0,6.0
2024-08-10,Teclado Mecânico,450.0,10.0
2024-08-21,Mouse Logitech,85.5,9.0
2024-06-13,Mousepad,invalid,4.0
2024-12-11,Mousepad,invalid,8.0
2024-05-06,Mousepad,45.0,4.0
2024-12-02,Teclado Mecânico,450.0,10.0
2024-08-19,Webcam HD,280.0,10.0
2024-08-10,SSD 1TB,,3.0
2024-03-28,Teclado Mecânico,450.0,5.0
2024-07-06,Mousepad,,7.0
2024-09-10,Mousepad,45.0,7.0
2024-07-24,Teclado Mecânico,450.0,1.0
2024-10-25,"Monitor LG 27""",1200.0,1.0
2024-08-13,Mousepad,45.0,6.0
2024-02-24,Mousepad,45.0,9.0
2024-07-25,###ERRO###,280.0,9.0
2024-08-11,SSD 1TB,550.0,8.0
2024-06-30,SSD 1TB,320.0,4.0
2024-02-25,Webcam HD,280.0,1.0
2024-05-18,Headset Gamer,320.0,5.0
2024-06-16,"Monitor LG 27""",1200.0,3.0
2024-02-13,Memória RAM 16GB,380.0,4.0
2024-12-15,Erro_Produto_§,1200.0,1.0
2024-01-01,Memória RAM 16GB,380.0,1.0
2024-01-12,Headset Gamer,320.0,3.0
2024-02-20,###ERRO###,3500.0,7.0
2024-06-10,"Monitor LG 27""",1200.0,4.0
2024-01-12,SSD 1TB,550.0,
2024-05-28,Mouse Logitech,85.5,1.0
2024-11-23,Headset Gamer,320.0,5.0
2024-03-23,Memória RAM 16GB,380.0,3.0
2024-07-23,Mousepad,45.0,10.0
2024-06-12,Teclado Mecânico,450.0,6.0
2024-07-24,###ERRO###,1200.0,7.0
2024-08-23,Teclado Mecânico,85.5,10.0
2024-02-26,Memória RAM 16GB,380.0,6.0
2024-04-22,Memória RAM 16GB,380.0,1.0
2024-05-01,Teclado Mecânico,450.0,3.0
2024-01-05,Mouse Logitech,85.5,10.0
2024-12-13,Mousepad,45.0,6.0
2024-02-26,Headset Gamer,320.0,
2024-09-28,"Monitor LG 27""",1200.0,2.0
2024-10-17,Notebook Dell,3500.0,1.0
2024-10-19,Mousepad,45.0,8.0
2024-10-31,"Monitor LG 27""",1200.0,8.0
2024-06-01,Mouse Logitech,85.5,4.0
2024-05-07,Webcam HD,invalid,2.0
2024-01-20,Teclado Mecânico,450.0,1.0
2024-03-05,Mouse Logitech,85.5,9.0
2024-11-03,Mouse Logitech,85.5,4.0
2024-08-31,Mousepad,45.0,3.0
2024-06-12,Teclado Mecânico,320.00,7.0
2024-01-03,Mousepad,45.0,7.0
2024-03-17,"Monitor LG 27""",1200.0,10.0
2024-12-10,Mousepad,45.0,7.0
2024-06-27,Teclado Mecânico,450.0,5.0
2024-10-26,"Monitor LG 27""",invalid,3.0
2024-02-19,Notebook Dell,3500.0,5.0
2024-01-16,Mouse Logitech,85.5,1.0
2024-08-29,Mouse Logitech,,4.0
2024-12-05,SSD 1TB,550.0,5.0
2024-05-08,SSD 1TB,280.0,9.0
2024-09-13,"Monitor LG 27""",1200.0,7.0
2024-10-23,Headset Gamer,320.0,7.0
2024-08-31,Memória RAM 16GB,380.0,7.0
2024-09-07,Mouse Logitech,85.5,5.0
2024-07-09,"Monitor LG 27""",,7.0
2024-11-08,Mouse Logitech,85.5,5.0
2024-12-10,Headset Gamer,320.0,6.0
2024-02-10,Mousepad,45.0,2.0
2024-02-15,Teclado Mecânico,450.0,8.0
2024-04-13,"Monitor LG 27""",450.00,2.0
2024-05-31,Notebook Dell,3500.0,6.0
2024-10-07,Notebook Dell,3500.0,2.0
2024-03-09,Teclado Mecânico,450.0,7.0
2024-10-09,Headset Gamer,320.0,8.0
2024-03-22,Memória RAM 16GB,380.0,10.0
2024-05-09,Mousepad,45.0,5.0
2024-12-28,Notebook Dell,3500.0,9.0
2024-04-10,Memória RAM 16GB,380.0,10.0
2024-08-09,Mouse Logitech,85.5,2.0
2024-01-29,SSD 1TB,550.0,7.0
2024-10-22,Teclado Mecânico,450.0,10.0
2024-01-30,Mousepad,45.0,4.0
2024-03-23,Headset Gamer,320.0,2.0
2024-03-02,Webcam HD,280.0,4.0
2024-02-14,Headset Gamer,320.0,2.0
2024-06-01,Webcam HD,280.0,5.0
2024-10-01,SSD 1TB,550.0,5.0
2024-01-08,Notebook Dell,3500.0,7.0
2024-07-06,Mousepad,45.0,9.0
2024-12-04,Mouse Logitech,85.5,5.0
2024-05-16,"Monitor LG 27""",1200.0,7.0
2024-08-04,Notebook Dell,3500.0,9.0
2024-10-16,Mousepad,45.0,10.0
2024-02-07,Mouse Logitech,85.5,3.0
2024-04-30,Notebook Dell,3500.0,9.0
2024-09-26,Mousepad,45.0,8.0
2024-03-25,Mouse Logitech,85.5,1.0
2024-07-30,Teclado Mecânico,450.0,7.0
2024-06-18,Mousepad,45.0,7.0
2024-07-08,Headset Gamer,320.0,7.0
2024-04-07,"Monitor LG 27""",1200.0,4.0
2024-01-28,SSD 1TB,550.0,3.0
2024-07-02,"Monitor LG 27""",invalid,1.0
